ModelArchive ID	Title	UniProtKB
ma-bak-cepc-1029	Predicted interaction between USB1 and SYF1	Q04048; Q12208
ma-bak-cepc-1030	Predicted interaction between NFI1 and UBC9	P50623; Q12216
ma-bak-cepc-1031	Predicted interaction between UBX3 and DSC2	Q08232; Q12229
ma-bak-cepc-1032	Predicted interaction between SLP1 and EMP65	P40085; Q12232
ma-bak-cepc-1033	Predicted interaction between DAD1 and DAD3	P69850; Q12248
ma-bak-cepc-1034	Predicted interaction between NYV1 and VAM7	P32912; Q12255
ma-bak-cepc-1035	Predicted interaction between NYV1 and YG1A	P53209; Q12255
ma-bak-cepc-1036	Predicted interaction between TAF3 and SAP30	P38429; Q12297
ma-bak-cepc-1037	Predicted interaction between TAF3 and TAF10	Q12030; Q12297
ma-bak-cepc-1038	Predicted interaction between SMT3 and UBA2	P52488; Q12306
ma-bak-cepc-1039	Predicted interaction between SMT3 and SIZ1	Q04195; Q12306
ma-bak-cepc-1040	Predicted interaction between CLF1 and CEF1	Q03654; Q12309
ma-bak-cepc-1041	Predicted interaction between GLE1 and DBP5	P20449; Q12315
ma-bak-cepc-1042	Predicted interaction between GLE1 and NUP42	P49686; Q12315
ma-bak-cepc-1043	Predicted interaction between PSY3 and CSM2	P40465; Q12318
ma-bak-cepc-1044	Predicted interaction between SME1 and SMX3	P54999; Q12330
ma-bak-cepc-1045	Predicted interaction between MED4 and CSE2	P33308; Q12343
ma-bak-cepc-1046	Predicted interaction between MED4 and SRB7	P47822; Q12343
ma-bak-cepc-1047	Predicted interaction between MED4 and MED1	Q12321; Q12343
ma-bak-cepc-1048	Predicted interaction between IES3 and IES5	P40060; Q12345
ma-bak-cepc-1049	Predicted interaction between RRI2 and PCI8	P40512; Q12348
ma-bak-cepc-1050	Predicted interaction between NDJ1 and MPS3	P47069; Q12366
ma-bak-cepc-1051	Predicted interaction between RPN6 and RPN7	Q06103; Q12377
ma-bak-cepc-1052	Predicted interaction between RPN6 and RPN5	Q12250; Q12377
ma-bak-cepc-1053	Predicted interaction between MDM20 and NAT3	Q06504; Q12387
ma-bak-cepc-1054	Predicted interaction between ERP3 and ERV25	P54837; Q12403
ma-bak-cepc-1055	Predicted interaction between PRP46 and CWC23	P52868; Q12417
ma-bak-cepc-1056	Predicted interaction between PRP46 and SNT309	Q06091; Q12417
ma-bak-cepc-1057	Predicted interaction between PRP46 and CLF1	Q12309; Q12417
ma-bak-cepc-1058	Predicted interaction between ATG31 and ATG29	Q12092; Q12421
ma-bak-cepc-1059	Predicted interaction between EMC6 and EMC5	P40540; Q12431
ma-bak-cepc-1060	Predicted interaction between EAF3 and RCO1	Q04779; Q12432
ma-bak-cepc-1061	Predicted interaction between AHC1 and AHC2	P25649; Q12433
ma-bak-cepc-1062	Predicted interaction between LAS17 and BZZ1	P38822; Q12446
ma-bak-cepc-1063	Predicted interaction between PAA1 and PTC2	P39966; Q12447
ma-bak-cepc-1064	Predicted interaction between ERG27 and ERG7	P38604; Q12452
ma-bak-cepc-1065	Predicted interaction between RRP36 and RRP9	Q06506; Q12481
ma-bak-cepc-1066	Predicted interaction between SNF8 and VPS36	Q06696; Q12483
ma-bak-cepc-1067	Predicted interaction between MRPL23 and MRPL20	P22354; Q12487
ma-bak-cepc-1068	Predicted interaction between MRPL23 and MRPL3	P36516; Q12487
ma-bak-cepc-1069	Predicted interaction between PSF1 and DPB2	P24482; Q12488
ma-bak-cepc-1070	Predicted interaction between PSF1 and PSF2	P40359; Q12488
ma-bak-cepc-1071	Predicted interaction between PSF1 and SLD5	Q03406; Q12488
ma-bak-cepc-1072	Predicted interaction between PSF1 and PSF3	Q12146; Q12488
ma-bak-cepc-1073	Predicted interaction between RLF2 and CAC2	Q04199; Q12495
ma-bak-cepc-1074	Predicted interaction between NOT5 and CDC36	P06100; Q12514
ma-bak-cepc-1075	Predicted interaction between NOT5 and MOT2	P34909; Q12514
ma-bak-cepc-1076	Predicted interaction between TIF6 and NOG1	Q02892; Q12522
ma-bak-cepc-1077	Predicted interaction between RPL13A and RPL36B	O14455; Q12690
ma-bak-cepc-1078	Predicted interaction between RPL13A and RPL28	P02406; Q12690
ma-bak-cepc-1079	Predicted interaction between RPL13A and RPL18B	P0CX50; Q12690
ma-bak-cepc-1080	Predicted interaction between RPL13A and RPL35B	P0CX85; Q12690
ma-bak-cepc-1081	Predicted interaction between RPL13A and RPL4A	P10664; Q12690
ma-bak-cepc-1082	Predicted interaction between RPL13A and BRX1	Q08235; Q12690
ma-bak-cepc-1083	Predicted interaction between COX19 and PET117	Q02771; Q3E731
ma-bak-cepc-1084	Predicted interaction between TSC3 and LCB2	P40970; Q3E790
ma-bak-cepc-1085	Predicted interaction between CMC2 and PET100	P38958; Q3E7A4
ma-bak-cepc-1086	Predicted interaction between COA3 and MSS51	P32335; Q3E7B2
ma-bak-cepc-1087	Predicted interaction between COA3 and PET191	Q02772; Q3E7B2
ma-bak-cepc-1088	Predicted interaction between VMA9 and STV1	P37296; Q3E7B6
ma-bak-cepc-1089	Predicted interaction between TFB5 and TFB2	Q02939; Q3E7C1
ma-bak-cepc-1090	Predicted interaction between COA2 and SBH2	P52871; Q3E823
ma-bak-cepc-1091	Predicted interaction between PCC1 and KAE1	P36132; Q3E833
ma-bak-cepc-1092	Predicted interaction between MHF1 and MHF2	Q3E829; Q3E835
ma-bak-cepc-1093	Predicted interaction between KTI11 and DPH1	P40487; Q3E840
ma-bak-cepc-1094	Predicted interaction between KTI11 and ELP2	P42935; Q3E840
ma-bak-cepc-1095	Predicted interaction between ISD11 and NFS1	P25374; Q6Q560
ma-bak-cepc-1096	Predicted interaction between SUS1 and UBP8	P50102; Q6WNK7
ma-bak-cepc-1097	Predicted interaction between NCB2 and BUR6	P40096; Q92317
ma-bak-cepc-1098	Predicted interaction between HSH49 and PRP9	P19736; Q99181
ma-bak-cepc-1099	Predicted interaction between PNO1 and PWP2	P25635; Q99216
ma-bak-cepc-1100	Predicted interaction between PNO1 and UTP14	Q04500; Q99216
ma-bak-cepc-1101	Predicted interaction between PNO1 and NOB1	Q08444; Q99216
ma-bak-cepc-1102	Predicted interaction between MEX67 and MTR2	P34232; Q99257
ma-bak-cepc-1103	Predicted interaction between MED11 and SRB4	P32569; Q99278
ma-bak-cepc-1104	Predicted interaction between MED11 and SRB6	P32570; Q99278
ma-bak-cepc-1105	Predicted interaction between OST4 and STT3	P39007; Q99380
ma-bak-cepc-1106	Predicted interaction between TAD3 and TAD2	P47058; Q9URQ3
